,Station,Latitude,Longitude
842,7340,40.78414472,-73.98362492
843,7342,40.783956,-73.916894
844,7344,40.783501,-73.955327
845,7354,40.78476,-73.969862
846,7360,40.785247,-73.976673
847,7363,40.784003,-73.912297
848,7365,40.7859201,-73.94860294
849,7372,40.7857851,-73.957481
850,7382,40.784999,-73.972834
851,7386,40.786259,-73.945526
852,7388,40.787209,-73.981281
853,7391,40.785994,-73.915098
854,7393,40.787801,-73.953559
855,7407,40.786994,-73.941648
856,7409,40.7867947,-73.977112
857,7414,40.787721,-73.947283
858,7432,40.790179,-73.972889
859,7436,40.7892105,-73.94370784
860,7443,40.78948541553215,-73.95242929458618
861,7450,40.7949879,-73.9333349
862,7453,40.78866499127884,-73.96680057048798
863,7456,40.789252,-73.939562
864,7458,40.78839,-73.9747
865,7463,40.790305,-73.947558
866,7484,40.789622,-73.97757
867,7488,40.790483,-73.950331
868,7502,40.7921,-73.9739
869,7504,40.791976,-73.945993
870,7511,40.792255,-73.952499
871,7514,40.79346,-73.92389
872,7520,40.791955,-73.968087
873,7522,40.7923272,-73.9383
874,7524,40.793135,-73.977004
875,7528,40.7934337,-73.94945003
876,7538,40.795,-73.9645
877,7540,40.7945663,-73.9362541
878,7541,40.7937704,-73.971888
879,7543,40.795508,-73.941606
880,7563,40.796879,-73.937261
881,7567,40.795412,-73.944123
882,7571,40.79558,-73.91906
883,7577,40.79558954105342,-73.96188408136368
884,7579,40.797477,-73.931185
885,7580,40.797372,-73.970411
886,7587,40.796153,-73.947821
887,7595,40.7969347,-73.9643412291
888,7596,40.79747,-73.93504
889,7599,40.798944,-73.944846
890,7602,40.798786,-73.9523
891,7606,40.798185,-73.96059
892,7610,40.799041,-73.966494
893,7611,40.799139,-73.938915
894,7613,40.800425,-73.911034
895,7617,40.799484,-73.955613
896,7618,40.80046,-73.92404
897,7619,40.799756,-73.962112
898,7622,40.800672,-73.9349
899,7623,40.801343,-73.971145
900,7625,40.800539,-73.941995
901,7626,40.800933,-73.913863
902,7627,40.801194,-73.950074
903,7631,40.801694,-73.957145
904,7634,40.800836,-73.966449
905,7636,40.802926,-73.9379
906,7639,40.801657,-73.909513
907,7640,40.801486,-73.94425
908,7642,40.80262,-73.9174
909,7643,40.802535,-73.9532423
910,7646,40.802692,-73.96295
911,7648,40.802554,-73.933509
912,7650,40.802117,-73.968181
913,7652,40.8013066,-73.9398167
914,7654,40.804168,-73.911545
915,7655,40.802556,-73.949078
916,7657,40.803399,-73.919763
917,7658,40.803865,-73.95593
918,7662,40.805726,-73.936322
919,7667,40.80295,-73.942954
920,7669,40.805559,-73.914718
921,7670,40.804372,-73.951475
922,7680,40.804213,-73.96699104
923,7682,40.804555,-73.939686
924,7685,40.804038,-73.945925
925,7687,40.805089,-73.918889
926,7688,40.805159,-73.954692
927,7691,40.805701,-73.925177
928,7692,40.8067581,-73.9607082
929,7696,40.805631,-73.934077
930,7701,40.80698,-73.941747
931,7703,40.806896,-73.911837
932,7704,40.8078316,-73.949373
933,7707,40.807408,-73.91924
934,7712,40.807466,-73.927107
935,7713,40.8082,-73.9641
936,7716,40.806414,-73.936085
937,7719,40.807347437082,-73.90809774398804
938,7720,40.808442,-73.945208
939,7722,40.808633,-73.916124
940,7723,40.809725,-73.953149
941,7726,40.808384,-73.923604
942,7727,40.808625,-73.959621
943,7735,40.80756,-73.939182
944,7737,40.808891,-73.91081
945,7738,40.809495,-73.947765
946,7740,40.809619,-73.917875
947,7741,40.81028506306003,-73.95736455917358
948,7744,40.810893,-73.927311
949,7745,40.8109494,-73.9634
950,7748,40.810224,-73.937195
951,7751,40.811314,-73.907729
952,7753,40.8107922,-73.9430681
953,7755,40.811112,-73.914932
954,7756,40.811432,-73.951878
955,7759,40.81093,-73.921606
956,7767,40.812769,-73.901583
957,7769,40.812191,-73.937838
958,7774,40.812346,-73.946168
959,7777,40.811675,-73.917037
960,7781,40.812735,-73.923697
961,7783,40.812056,-73.961255
962,7788,40.811892,-73.904192
963,7790,40.81296,-73.941878
964,7793,40.814046,-73.91186
965,7795,40.8125511,-73.9492286
966,7798,40.812299,-73.92037
967,7800,40.813358,-73.956461
968,7803,40.813224,-73.930605
969,7807,40.815077,-73.899939
970,7809,40.81449,-73.936153
971,7812,40.813135,-73.909235
972,7814,40.813539,-73.94521
973,7816,40.814383,-73.915368
974,7818,40.814394,-73.953247
975,7820,40.813991,-73.8855
976,7821,40.814469,-73.924963
977,7823,40.8143256,-73.9590255
978,7830,40.814232,-73.903927
979,7832,40.813619,-73.939336
980,7835,40.815887,-73.911918
981,7837,40.816234,-73.948222
982,7840,40.814673,-73.91839
983,7842,40.816355,-73.954295
984,7844,40.816126,-73.891559
985,7845,40.81687039466032,-73.92798498272896
986,7849,40.816343,-73.896447
987,7851,40.815484,-73.935856
988,7853,40.816124,-73.908116
989,7855,40.81695971032464,-73.9422959089279
990,7858,40.817166,-73.914737
991,7860,40.818215,-73.950988
992,7863,40.81734,-73.922962
993,7865,40.817555,-73.957163
994,7867,40.818185,-73.894143
995,7868,40.817755,-73.92965
996,7870,40.81899,-73.90202
997,7872,40.817245,-73.938787
998,7876,40.81900581806558,-73.94476890563965
999,7879,40.816827,-73.917338
1000,7881,40.818212,-73.955277
1001,7883,40.81872569990116,-73.88862490653992
1002,7884,40.818154,-73.925294
1003,7886,40.818299,-73.960405
1004,7888,40.819999,-73.897263
1005,7891,40.817802,-73.905203
1006,7893,40.819241,-73.941057
1007,7896,40.819823,-73.912411
1008,7898,40.818477,-73.947568
1009,7901,40.820036,-73.921411
1010,7903,40.8190344,-73.956156
1011,7905,40.818743,-73.890247
1012,7906,40.820089,-73.928947
1013,7909,40.819701,-73.901311
1014,7910,40.819783,-73.936521
1015,7913,40.81989,-73.908351
1016,7915,40.820681,-73.945144
1017,7918,40.819609,-73.916071
1018,7920,40.821728,-73.952761
1019,7922,40.820578,-73.888271
1020,7925,40.820003,-73.959089
1021,7927,40.821075,-73.895069
1022,7931,40.820302,-73.903944
1023,7932,40.820877,-73.939249
1024,7935,40.820713,-73.911759
1025,7937,40.821294,-73.947868
1026,7940,40.82057,-73.917579
1027,7942,40.823168,-73.955857
1028,7944,40.821952,-73.888546
1029,7945,40.822351,-73.926907
1030,7948,40.821967,-73.896752
1031,7952,40.82188,-73.907521
1032,7954,40.823061,-73.941928
1033,7957,40.822215,-73.914688
1034,7959,40.822756,-73.951346
1035,7962,40.823162,-73.923267
1036,7966,40.82394,-73.894025
1037,7967,40.822217,-73.928939
1038,7970,40.822545,-73.901824
1039,7971,40.82281,-73.937413
1040,7974,40.823872,-73.908699
1041,7976,40.823498,-73.94386
1042,7979,40.822267,-73.916792
1043,7981,40.824686,-73.951947
1044,7983,40.825322,-73.887729
1045,7984,40.823429,-73.924689
1046,7987,40.823926,-73.897366
1047,7991,40.824796,-73.90242
1048,7992,40.825125,-73.941616
1049,7995,40.824,-73.91089
1050,7997,40.825244,-73.947257
1051,8000,40.823732,-73.919379
1052,8004,40.824956,-73.891677
1053,8005,40.82441,-73.92818
1054,8008,40.826303,-73.898751
1055,8009,40.825289,-73.936232
1056,8012,40.82696,-73.907451
1057,8013,40.827212,-73.942722
1058,8016,40.825716,-73.915585
1059,8018,40.827305,-73.951989
1060,8020,40.827629,-73.886659
1061,8021,40.827115,-73.92272
1062,8024,40.827184,-73.893721
1063,8025,40.826677,-73.929327
1064,8029,40.826406,-73.937948
1065,8033,40.827075,-73.945909
1066,8036,40.827230499624726,-73.91765579597632
1067,8040,40.826706,-73.888719
1068,8041,40.827883,-73.927111
1069,8044,40.827301,-73.896372
1070,8048,40.82895,-73.90521
1071,8049,40.82831,-73.942924
1072,8052,40.828975,-73.911259
1073,8054,40.829114,-73.950426
1074,8057,40.829608,-73.921461
1075,8060,40.830051,-73.892103
1076,8061,40.830179,-73.928747
1077,8064,40.82995,-73.898802
1078,8065,40.82923,-73.936996
1079,8068,40.829896,-73.907618
1080,8069,40.829523,-73.944279
1081,8072,40.831305,-73.917447
1082,8076,40.830025,-73.886312
1083,8077,40.830262,-73.923391
1084,8080,40.830529,-73.894717
1085,8081,40.829797,-73.931015
1086,8084,40.830471,-73.904556
1087,8085,40.830476,-73.939929
1088,8088,40.83094,-73.91125
1089,8089,40.831327,-73.946665
1090,8092,40.83196,-73.91956
1091,8095,40.832171,-73.889686
1092,8096,40.832057,-73.927421
1093,8099,40.831762,-73.896853
1094,8100,40.830702,-73.936371
1095,8103,40.832678,-73.905158
1096,8104,40.832081,-73.942386
1097,8107,40.831584,-73.9149
1098,8108,40.832164,-73.949702
1099,8110,40.832649,-73.885272
1100,8111,40.83406,-73.92243
1101,8114,40.831998,-73.892686
1102,8115,40.832812,-73.929372
1103,8118,40.83171,-73.90208
1104,8119,40.833303,-73.939326
1105,8122,40.834015,-73.908863
1106,8123,40.83299,-73.94592
1107,8126,40.834263,-73.917641
1108,8129,40.834124,-73.88955
1109,8130,40.83263,-73.925101
1110,8133,40.833246,-73.896599
1111,8137,40.834857,-73.903743
1112,8138,40.834468,-73.939865
1113,8141,40.83579,-73.913741
1114,8144,40.836274,-73.884308
1115,8145,40.833909,-73.92112
1116,8149,40.834457,-73.928381
1117,8152,40.83545,-73.90153
1118,8153,40.835798,-73.937496
1119,8156,40.83617913677475,-73.90730146322765
1120,8157,40.835775,-73.9434
1121,8160,40.835334,-73.9154
1122,8163,40.836733,-73.887931
1123,8167,40.835877,-73.893143
1124,8171,40.837119,-73.902185
1125,8172,40.83618,-73.939789
1126,8175,40.837576,-73.910489
1127,8179,40.83649,-73.918316
1128,8182,40.837037,-73.890413
1129,8183,40.836705,-73.926088
1130,8186,40.839229,-73.899047
1131,8187,40.838191,-73.936085
1132,8190,40.838379,-73.905838
1133,8191,40.839137,-73.941409
1134,8194,40.839549,-73.913004
1135,8196,40.839335,-73.886445
1136,8198,40.839312,-73.922423
1137,8205,40.839586,-73.900277
1138,8206,40.840124,-73.93949
1139,8209,40.83899,-73.9109
1140,8210,40.839278,-73.945446
1141,8213,40.840484,-73.917946
1142,8216,40.839194,-73.888587
1143,8218,40.839142,-73.925961
1144,8225,40.83999,-73.90549
1145,8226,40.84004,-73.942939
1146,8229,40.840494,-73.911479
1147,8233,40.840536,-73.919228
1148,8236,40.841092,-73.892317
1149,8241,40.84224,-73.8985
1150,8242,40.842173,-73.935111
1151,8245,40.842675,-73.908544
1152,8249,40.840683,-73.915073
1153,8254,40.84207,-73.926075
1154,8262,40.842941,-73.938631
1155,8265,40.84301,-73.91172
1156,8269,40.844075,-73.917256
1157,8277,40.843079,-73.900216
1158,8278,40.844044,-73.933651
1159,8281,40.843264,-73.904867
1160,8282,40.842842,-73.942125
1161,8285,40.844811,-73.912042
1162,8290,40.843965,-73.920999
1163,8299,40.846052,-73.937648
1164,8303,40.846221,-73.909232
1165,8307,40.84552,-73.91722
1166,8316,40.847305,-73.933291
1167,8319,40.846465,-73.903869
1168,8320,40.84522,-73.940493
1169,8323,40.84741,-73.911359
1170,8327,40.846011,-73.919637
1171,8336,40.848467,-73.936064
1172,8340,40.846879,-73.907342
1173,8344,40.8496401,-73.9161206
1174,8348,40.847746,-73.922079
1175,8353,40.847396,-73.931205
1176,8356,40.847798,-73.901883
1177,8358,40.848282,-73.941343
1178,8362,40.850121,-73.910765
1179,8366,40.848354,-73.918389
1180,8379,40.850885,-73.906469
1181,8381,40.85168,-73.94186
1182,8384,40.850036,-73.912785
1183,8394,40.851113,-73.928808
1184,8397,40.850535,-73.901318
1185,8399,40.852252,-73.937854
1186,8403,40.851747,-73.908964
1187,8407,40.851788,-73.916418
1188,8416,40.852538,-73.93441
1189,8425,40.853686,-73.912498
1190,8428,40.853157,-73.918214
1191,8432,40.853142,-73.927094
1192,8435,40.853929,-73.898385
1193,8441,40.853646,-73.908731
1194,8453,40.854788,-73.929513
1195,8456,40.8549,-73.90281
1196,8458,40.855331,-73.937878
1197,8462,40.85501,-73.910751
1198,8465,40.854947,-73.916661
1199,8469,40.85564,-73.927128
1200,8472,40.856987,-73.898237
1201,8474,40.856487,-73.93297
1202,8478,40.855653,-73.905528
1203,8483,40.855156,-73.91278
1204,8491,40.857158,-73.927174
1205,8494,40.8558,-73.89956
1206,8496,40.856906,-73.935662
1207,8500,40.856302,-73.907302
1208,8507,40.858904,-73.923093
1209,8510,40.858498,-73.89637
1210,8511,40.857994,-73.932173
1211,8514,40.858472,-73.90266
1212,8520,40.85834,-73.91008
1213,8528,40.86012,-73.928489
1214,8532,40.859166,-73.933872
1215,8535,40.85834,-73.90626
1216,8539,40.859532,-73.913303
1217,8543,40.861282,-73.921418
1218,8546,40.861915,-73.894831
1219,8547,40.862058,-73.929719
1220,8550,40.860814,-73.902541
1221,8555,40.8604244,-73.9093359997
1222,8563,40.861382,-73.925591
1223,8566,40.861669,-73.898589
1224,8571,40.86288,-73.90316
1225,8575,40.86156,-73.91219
1226,8579,40.862562,-73.922661
1227,8582,40.86389,-73.89246
1228,8583,40.863124,-73.926994
1229,8586,40.86448,-73.89522
1230,8590,40.86295,-73.90741
1231,8594,40.863089,-73.917583
1232,8597,40.86557,-73.88807
1233,8601,40.86448,-73.89522
1234,8605,40.8649213,-73.9024238
1235,8613,40.864632,-73.918598
1236,8615,40.86648,-73.89042
1237,8619,40.86659,-73.89794
1238,8624,40.8660052,-73.904254892
1239,8631,40.867,-73.8857764
1240,8632,40.866141,-73.922648
1241,8635,40.86767,-73.89286
1242,8636,40.867357,-73.92936
1243,8639,40.866899,-73.901942
1244,8643,40.86571,-73.90857
1245,8646,40.86814,-73.88145
1246,8647,40.867658,-73.916757
1247,8649,40.8684871,-73.8884559781
1248,8650,40.867505,-73.926363
1249,8653,40.86874,-73.89657
1250,8655,40.868846,-73.931537
1251,8664,40.86813,-73.88412
1252,8665,40.86788,-73.919685
1253,8667,40.86945,-73.89148
1254,8676,40.87069,-73.90678
1255,8679,40.869324,-73.915197
1256,8682,40.87002,-73.88565
1257,8696,40.871094,-73.911503
1258,8699,40.870495,-73.881875
1259,8703,40.87142,-73.88839
1260,8707,40.87156,-73.89714
1261,8711,40.873265,-73.906646
1262,8715,40.872412,-73.912807
1263,8717,40.87207,-73.88459
1264,8720,40.871445,-73.892896
1265,8732,40.873054,-73.918371
1266,8734,40.87307,-73.88971
1267,8738,40.87387,-73.89533
1268,8748,40.87407,-73.883365
1269,8752,40.87444,-73.89186
1270,8766,40.875531,-73.8863864831
1271,8778,40.87656,-73.88366
1272,8782,40.87704,-73.88943
1273,8795,40.87935,-73.88534
1274,8799,40.87812,-73.89192
1275,8811,40.880295,-73.886065
1276,8841,40.88226,-73.88702
