,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
1282546,C95C59D1457C9E1C,docked_bike,2021-03-22 14:02:22,2021-03-22 14:02:24,MTL-ECO51-1,MTL-ECO51-1,MTL-ECO51-1,MTL-ECO51-1,40.79617,-73.951335,40.79617,-73.951335,member
1282597,449BED32E0669014,docked_bike,2021-03-24 01:21:49,2021-03-24 01:22:04,MTL-ECO51-1,MTL-ECO51-1,MTL-ECO51-1,MTL-ECO51-1,40.79617,-73.951335,40.79617,-73.951335,member
