,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
516914,7A8AB5FB5C7EC8EB,electric_bike,2021-10-13 07:40:56,2021-10-13 07:52:40,Broadway & Kosciuszko St,4608,Morgan Bike Mechanics,SYS016,40.69329,-73.92852,40.70962789682351,-73.93145710229872,member
520129,17190636CF34C9AE,classic_bike,2021-10-21 07:56:59,2021-10-21 08:42:11,McKibbin St & Bogart St,5059,Morgan Bike Mechanics,SYS016,40.706237,-73.933871,40.70962789682351,-73.93145710229872,member
521108,4E0CD2F5200FB75F,electric_bike,2021-10-22 08:02:25,2021-10-22 08:06:15,McKibbin St & Bogart St,5059,Morgan Bike Mechanics,SYS016,40.706237,-73.933871,40.70962789682351,-73.93145710229872,member
521109,F45FA55B909C4BAD,classic_bike,2021-10-27 08:04:44,2021-10-27 08:07:28,McKibbin St & Bogart St,5059,Morgan Bike Mechanics,SYS016,40.706237,-73.933871,40.70962789682351,-73.93145710229872,member
521397,07019FE98909DB4C,electric_bike,2021-10-29 08:01:39,2021-10-29 08:04:23,McKibbin St & Bogart St,5059,Morgan Bike Mechanics,SYS016,40.706237,-73.933871,40.70962789682351,-73.93145710229872,member
521399,8E116CB76ED3D40C,electric_bike,2021-10-28 08:01:47,2021-10-28 08:04:54,McKibbin St & Bogart St,5059,Morgan Bike Mechanics,SYS016,40.706237,-73.933871,40.70962789682351,-73.93145710229872,member
521400,F3A0DF4949F6A0B9,electric_bike,2021-10-20 07:58:45,2021-10-20 08:04:12,McKibbin St & Bogart St,5059,Morgan Bike Mechanics,SYS016,40.706237,-73.933871,40.70962789682351,-73.93145710229872,member
521735,FAA6E47C0703E241,classic_bike,2021-10-21 12:33:01,2021-10-21 12:44:03,Morgan Bike Mechanics,SYS016,Morgan Bike Mechanics,SYS016,40.70962789682351,-73.93145710229872,40.70962789682351,-73.93145710229872,member
523016,16B01900A3FDA0F1,docked_bike,2021-10-08 15:32:02,2021-10-14 13:10:25,E 8 St & Caton Ave,3272,Morgan Bike Mechanics,SYS016,40.648055,-73.972432,40.709628,-73.931457,casual
523211,3DB5FFE514DACCD8,classic_bike,2021-10-15 08:00:12,2021-10-15 08:06:01,Evergreen Ave & Noll St,4873,Morgan Bike Mechanics,SYS016,40.70106,-73.93318,40.70962789682351,-73.93145710229872,member
524569,99BBCAF087F54C3A,classic_bike,2021-10-29 10:01:53,2021-10-29 10:10:19,Morgan WH station,SYS032,Morgan Bike Mechanics,SYS016,40.70327577818653,-73.93183530424722,40.70962789682351,-73.93145710229872,member
524649,57264646C42E3833,classic_bike,2021-10-27 12:02:06,2021-10-27 12:23:50,Morgan WH station,SYS032,Morgan Bike Mechanics,SYS016,40.70327577818653,-73.93183530424722,40.70962789682351,-73.93145710229872,member
524990,9248BE3D5190AB60,classic_bike,2021-10-27 11:59:46,2021-10-27 12:23:56,Morgan WH station,SYS032,Morgan Bike Mechanics,SYS016,40.70327577818653,-73.93183530424722,40.70962789682351,-73.93145710229872,casual
