,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
2963,7058B52129163867,classic_bike,2022-02-02 18:48:40,2022-02-03 11:37:55,E 47 St & Park Ave,6584,,nan,40.75510267,-73.97498696,40.74,-73.98,member
29029,184827E5D4CA2362,classic_bike,2022-02-12 16:20:27,2022-02-12 16:31:43,W 51 St & Rockefeller Plaza,6700,,nan,40.75973805251143,-73.97811613976955,40.76,-73.98,member
29037,2E348063294EB076,electric_bike,2022-02-01 13:13:37,2022-02-01 13:38:14,W 84 St & Broadway,7409,,nan,40.7867947,-73.977112,40.77,-73.99,member
29038,1E31EEF4D394AD2E,electric_bike,2022-02-12 18:13:02,2022-02-13 19:12:56,Metropolitan Ave & Meeker Ave,5300,,nan,40.71413311,-73.95234386,,,member
29040,1B09B38EE7425795,classic_bike,2022-02-11 10:40:33,2022-02-12 11:40:13,E 3 St & Church Ave,3046,,nan,40.643817,-73.977433,,,member
29041,203A75EE2062BC1C,electric_bike,2022-02-01 15:04:25,2022-02-01 15:04:25,W 63 St & Broadway,7052,,nan,40.77163851,-73.98261428,40.77,-73.98,member
29045,9C732A3202EA7516,classic_bike,2022-02-12 14:58:45,2022-02-13 15:58:37,Carroll St & Smith St,4225,,nan,40.680611,-73.99475825,,,casual
29048,D3B5304557415916,electric_bike,2022-02-01 15:49:38,2022-02-02 16:49:28,8 Ave & W 49 St,6747,,nan,40.76171227910671,-73.98655101656914,,,member
29057,9D77D278E5E47E5E,electric_bike,2022-02-08 12:50:13,2022-02-09 13:50:05,W 186 St & St. Nicholas Ave,8416,,nan,40.852253,-73.931308,,,member
29059,7698DBE4560CFF37,classic_bike,2022-02-18 15:32:22,2022-02-19 16:32:14,Cooper Square & Astor Pl,5712,,nan,40.72951496224949,-73.99075269699097,,,casual
29066,E6728635BE022757,classic_bike,2022-02-02 08:42:21,2022-02-03 09:42:14,Cooper Square & Astor Pl,5712,,nan,40.72951496224949,-73.99075269699097,,,member
29068,84569B4AE4398D97,classic_bike,2022-02-12 17:54:29,2022-02-13 18:54:25,46 Ave & 5 St,6286,,nan,40.74731,-73.95451,40.76,-73.93,casual
29075,0742F5870110EF4D,electric_bike,2022-02-10 09:43:54,2022-02-11 10:43:35,44 Dr & Jackson Ave,6352,,nan,40.74718234,-73.9432635,,,member
29076,81ADBCBD5F05E1A9,classic_bike,2022-02-02 19:07:17,2022-02-03 20:07:12,Crotona Park North & Prospect Ave,8236,,nan,40.841092,-73.892317,,,casual
29079,F8E7CD7881C81053,classic_bike,2022-02-12 15:23:14,2022-02-13 16:23:08,Bridge St & Water St,4968,,nan,40.70296934155272,-73.98469090461731,,,casual
29081,A6A6E801557BE35B,classic_bike,2022-02-12 12:55:59,2022-02-12 13:08:23,Cooper Square & Astor Pl,5712,,nan,40.72951496224949,-73.99075269699097,40.72,-73.98,casual
29085,84DC5AF80FE4C420,classic_bike,2022-02-11 20:21:53,2022-02-12 21:21:48,E 7 St & Ave C,5545,,nan,40.72412944090093,-73.97901266813278,40.72,-74.01,casual
29091,565CBAED6488F98B,electric_bike,2022-02-23 01:20:26,2022-02-24 02:20:20,Crotona Park North & Prospect Ave,8236,,nan,40.841092,-73.892317,,,casual
29097,1A56CE2E10078B9D,classic_bike,2022-02-05 17:45:40,2022-02-06 18:45:37,Beaver St & Fayette St,4840,,nan,40.70099,-73.93921,,,casual
29104,67ACB039340BB5AE,classic_bike,2022-02-15 08:36:03,2022-02-15 08:37:35,Beaver St & Fayette St,4840,,nan,40.70099,-73.93921,40.72,-73.95,casual
29106,5DECE4F641FABE0B,electric_bike,2022-02-17 15:22:00,2022-02-18 16:21:49,W 15 St & 7 Ave,6030,,nan,40.73935542,-73.99931783,,,member
29115,98B20D0D5A9B09C5,classic_bike,2022-02-14 18:58:18,2022-02-15 15:38:29,Madison Ave & E 26 St,6131,,nan,40.742684734875695,-73.98671329021454,40.76,-73.98,member
29122,43254CFE9C569510,electric_bike,2022-02-11 21:28:22,2022-02-11 21:28:22,Degraw St & Hoyt St,4258,,nan,40.68199044270703,-73.99079024791718,40.68,-73.99,casual
29123,28C0FB19BAD039A5,classic_bike,2022-02-16 17:25:44,2022-02-17 18:25:37,Brooklyn Bridge Park - Pier 2,4756,,nan,40.698458,-73.997178,,,casual
29129,492CA34B856E1694,electric_bike,2022-02-06 07:41:20,2022-02-06 07:51:56,E 6 St & Avenue D,5506,,nan,40.72228087,-73.97668709,40.73,-73.99,member
29131,BB550035271FBB6A,electric_bike,2022-02-05 16:14:55,2022-02-05 16:51:56,Greenwich Ave & 8 Ave,6072,,nan,40.7390169121,-74.0026376103,40.72,-73.96,member
29135,E7C6ECF686E8F4EF,electric_bike,2022-02-10 23:12:02,2022-02-12 00:11:57,59 St & 5 Ave,2961,,nan,40.640125,-74.015726,,,casual
29136,8E567B6F5C6DCB2A,electric_bike,2022-02-25 16:52:25,2022-02-26 17:52:19,W 20 St & 8 Ave,6224,,nan,40.74345335,-74.00004031,,,member
29139,22A64640D9A94BD8,electric_bike,2022-02-17 17:21:48,2022-02-18 18:21:43,Madison Ave & E 99 St,7443,,nan,40.78948541553215,-73.95242929458618,,,member
29140,C666A4FB78900324,classic_bike,2022-02-09 01:35:30,2022-02-09 01:56:14,E 11 St & Avenue B,5659,,nan,40.72746420692392,-73.97950418293476,40.76,-73.96,member
29158,6B366FE1DD0CC134,classic_bike,2022-02-06 12:30:39,2022-02-06 19:32:27,Lexington Ave & E 26 St,6089,,nan,40.741459,-73.983293,40.75,-73.99,member
29159,0CD37E0A432EC23C,electric_bike,2022-02-03 15:29:12,2022-02-04 16:29:07,E 27 St & 1 Ave,6004,,nan,40.739445,-73.976806,,,member
29162,D9FB175144CB9608,classic_bike,2022-02-11 12:35:06,2022-02-12 12:24:19,E 44 St & 2 Ave,6422,,nan,40.75118387463277,-73.97138714790344,40.76,-73.97,member
29163,4F5BC09FCD8792FF,classic_bike,2022-02-08 17:46:34,2022-02-08 19:44:08,E 44 St & 2 Ave,6422,,nan,40.75118387463277,-73.97138714790344,40.73,-73.98,member
29165,838B5C07D7A376B2,classic_bike,2022-02-11 15:54:49,2022-02-12 16:54:39,Central Park West & W 76 St,7253,,nan,40.77896784,-73.97374737,,,casual
29167,F4C6D68DE66FD2A3,classic_bike,2022-02-27 17:56:43,2022-02-28 18:56:35,Suffolk St & Stanton St,5445,,nan,40.72066442,-73.98517977,,,casual
29184,1EDD3D7DD6EEFEFD,electric_bike,2022-02-06 13:00:28,2022-02-06 13:13:52,Bleecker St & Crosby St,5679,,nan,40.72615604980408,-73.99510189890862,40.74,-73.99,member
29221,A86CCE1C572A2AAD,electric_bike,2022-02-15 14:37:03,2022-02-15 14:53:16,Fulton St & Waverly Ave,4345,,nan,40.68323865460341,-73.96599590778351,40.68,-73.98,member
