,start-date,start-hour,end-hour,step
0,2021-02-03,13,13,0
1,2021-02-03,14,14,1
2,2021-02-03,15,15,1
3,2021-02-03,16,17,1
4,2021-02-03,17,17,-2
5,2021-02-03,17,18,0
6,2021-02-03,18,19,-1
7,2021-02-03,19,19,-2
8,2021-02-04,0,1,1
9,2021-02-04,6,6,1
10,2021-02-04,6,7,2
11,2021-02-04,7,7,0
12,2021-02-04,8,9,1
13,2021-02-04,9,10,-1
14,2021-02-04,10,10,1
15,2021-02-04,11,11,1
16,2021-02-04,12,12,2
17,2021-02-04,12,13,1
18,2021-02-04,13,14,1
19,2021-02-04,14,14,2
20,2021-02-04,14,15,-1
21,2021-02-04,15,15,-2
22,2021-02-04,15,16,-1
23,2021-02-04,16,16,2
24,2021-02-04,16,17,-1
25,2021-02-04,17,17,-2
26,2021-02-04,17,18,-2
27,2021-02-04,18,18,-2
28,2021-02-04,19,19,-2
29,2021-02-04,20,20,1
30,2021-02-04,21,21,1
31,2021-02-04,23,0,-1
32,2021-02-04,23,23,0
33,2021-02-05,5,5,1
34,2021-02-05,6,6,2
35,2021-02-05,6,7,3
36,2021-02-05,7,7,1
37,2021-02-05,7,8,0
38,2021-02-05,8,8,2
39,2021-02-05,9,9,2
40,2021-02-05,10,11,-1
41,2021-02-05,11,11,4
42,2021-02-05,12,12,1
43,2021-02-05,12,13,-1
44,2021-02-05,13,13,0
45,2021-02-05,13,14,2
46,2021-02-05,14,14,-2
47,2021-02-05,14,15,0
48,2021-02-05,15,15,-1
49,2021-02-05,15,16,0
50,2021-02-05,16,16,-10
51,2021-02-05,16,17,-2
52,2021-02-05,17,17,-1
53,2021-02-05,17,18,3
54,2021-02-05,17,19,0
55,2021-02-05,18,18,-2
56,2021-02-05,18,19,1
57,2021-02-05,19,19,0
58,2021-02-05,20,20,4
59,2021-02-05,20,21,1
60,2021-02-05,21,21,1
61,2021-02-05,21,22,-1
62,2021-02-05,23,0,-2
63,2021-02-05,23,23,-1
64,2021-02-06,1,1,-2
65,2021-02-06,1,2,2
66,2021-02-06,1,3,1
67,2021-02-06,2,2,0
68,2021-02-06,3,3,-1
69,2021-02-06,7,8,1
70,2021-02-06,8,8,-1
71,2021-02-06,8,9,1
72,2021-02-06,9,10,-1
73,2021-02-06,10,10,1
74,2021-02-06,10,11,-1
75,2021-02-06,11,11,4
76,2021-02-06,11,12,-3
77,2021-02-06,12,12,-2
78,2021-02-06,12,13,-1
79,2021-02-06,13,13,-3
80,2021-02-06,13,14,1
81,2021-02-06,14,14,-5
82,2021-02-06,14,15,-1
83,2021-02-06,15,15,-1
84,2021-02-06,15,16,-4
85,2021-02-06,16,16,0
86,2021-02-06,16,17,4
87,2021-02-06,17,17,-2
88,2021-02-06,17,18,1
