,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
711388,B260DD48FDE9BB62,electric_bike,2021-11-03 07:54:51,2021-11-03 07:59:45,Bushwick Ave & Forrest St,4914,Morgan WH station,SYS032,40.70076,-73.93641,40.70327577818653,-73.93183530424722,member
711426,57561B9308E19FF4,classic_bike,2021-11-10 07:20:23,2021-11-10 07:43:31,Willoughby Ave & Walworth St,4634,Morgan WH station,SYS032,40.69331716,-73.95381995,40.70327577818653,-73.93183530424722,member
713478,77227C06A78E961E,classic_bike,2021-11-12 07:35:46,2021-11-12 08:01:48,Willoughby Ave & Walworth St,4634,Morgan WH station,SYS032,40.69331716,-73.95381995,40.70327577818653,-73.93183530424722,member
713479,535A9A1800FB7BBF,classic_bike,2021-11-11 07:31:32,2021-11-11 07:56:44,Willoughby Ave & Walworth St,4634,Morgan WH station,SYS032,40.69331716,-73.95381995,40.70327577818653,-73.93183530424722,member
713480,B35D83F2B540B56E,electric_bike,2021-11-07 07:22:49,2021-11-07 07:40:59,Willoughby Ave & Walworth St,4634,Morgan WH station,SYS032,40.69331716,-73.95381995,40.70327577818653,-73.93183530424722,member
713481,B93BC70C10F81E26,electric_bike,2021-11-04 07:21:39,2021-11-04 07:52:29,Willoughby Ave & Walworth St,4634,Morgan WH station,SYS032,40.69331716,-73.95381995,40.70327577818653,-73.93183530424722,member
714535,ED52438A93ABC6CC,electric_bike,2021-11-10 10:27:28,2021-11-10 11:00:41,Bridge St & Water St,4968,Morgan WH station,SYS032,40.70296934155272,-73.98469090461731,40.70327577818653,-73.93183530424722,member
717718,9259CBA290A2ABEB,classic_bike,2021-11-02 10:48:56,2021-11-02 10:52:29,Knickerbocker Ave & Thames St,5018,Morgan WH station,SYS032,40.70539,-73.92976,40.70327577818653,-73.93183530424722,member
718226,3FAE662CA77C26EE,electric_bike,2021-11-03 18:20:25,2021-11-03 18:40:24,Willoughby Ave & Walworth St,4634,Morgan WH station,SYS032,40.69331716,-73.95381995,40.70327577818653,-73.93183530424722,member
722458,301C0BBADAF5AC0F,classic_bike,2021-11-21 08:59:14,2021-11-21 09:05:03,Stewart Ave & Johnson Ave,5123,Morgan WH station,SYS032,40.70869,-73.92587,40.70327577818653,-73.93183530424722,member
773152,AE175D52FA07410C,electric_bike,2021-11-14 12:06:03,2021-11-14 12:38:19,Morgan WH station,SYS032,Stagg St & Morgan Ave,5170,40.70327577818653,-73.93183530424722,40.710681,-73.93372,member
1111459,05207E62C2D1D095,classic_bike,2021-11-05 13:45:35,2021-11-05 13:50:51,Morgan WH station,SYS032,Bushwick Ave & Stagg St,5140,40.70327577818653,-73.93183530424722,40.709897,-73.94008,member
1322760,8215E7036D560C5D,classic_bike,2021-11-04 13:02:00,2021-11-04 13:05:56,Morgan WH station,SYS032,McKibbin St & Bogart St,5059,40.70327577818653,-73.93183530424722,40.706237,-73.933871,member
1322806,502503C373D9B512,electric_bike,2021-11-13 10:06:25,2021-11-13 10:36:15,Morgan WH station,SYS032,McKibbin St & Bogart St,5059,40.70327577818653,-73.93183530424722,40.706237,-73.933871,casual
1333951,E17138094196B3DD,electric_bike,2021-11-04 16:08:06,2021-11-04 16:21:03,Morgan WH station,SYS032,McKibbin St & Bogart St,5059,40.70327577818653,-73.93183530424722,40.706237,-73.933871,member
