,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
565199,FFBA449B17065789,docked_bike,2021-11-21 18:36:19,2021-11-21 18:36:36,Station demo,SYS052,Station demo,SYS052,40.604017,-74.019709,40.604017,-74.019709,casual
565200,F2A3F76FC49102CB,docked_bike,2021-11-21 17:43:32,2021-11-21 17:43:55,Station demo,SYS052,Station demo,SYS052,40.604017,-74.019709,40.604017,-74.019709,casual
565201,88AD5947C796D1DF,docked_bike,2021-11-21 17:08:16,2021-11-21 17:08:50,Station demo,SYS052,Station demo,SYS052,40.604017,-74.019709,40.604017,-74.019709,casual
565202,45B2B2A4FEB50411,docked_bike,2021-11-21 16:36:29,2021-11-21 16:37:48,Station demo,SYS052,Station demo,SYS052,40.604017,-74.019709,40.604017,-74.019709,casual
565209,B56A367A772537D2,docked_bike,2021-11-22 13:09:16,2021-11-22 13:10:05,Station demo,SYS052,Station demo,SYS052,40.604017,-74.019709,40.604017,-74.019709,casual
565500,947C81B153363384,classic_bike,2021-11-21 18:37:37,2021-11-21 18:37:57,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565501,1E459C4359D788D8,classic_bike,2021-11-21 17:47:42,2021-11-21 17:47:58,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565733,D9252CAA824F155D,classic_bike,2021-11-22 13:49:58,2021-11-22 14:02:09,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565734,DB0095F30FB62338,classic_bike,2021-11-22 13:46:47,2021-11-22 13:48:19,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565735,099F725CBC33E3D0,classic_bike,2021-11-22 13:14:25,2021-11-22 13:16:02,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565736,9B12FBB298513A5F,classic_bike,2021-11-22 12:43:42,2021-11-22 12:44:42,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565737,238441EF4E812526,classic_bike,2021-11-21 17:50:39,2021-11-21 17:50:55,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565738,13C4A7A5CABDF5C2,classic_bike,2021-11-21 18:57:06,2021-11-22 12:33:34,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565739,7A4845A0A70E0CF4,classic_bike,2021-11-21 17:45:13,2021-11-21 17:45:55,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565740,A34A98D200E500A8,classic_bike,2021-11-21 18:38:28,2021-11-21 18:39:22,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
565741,91B87945370CCFEA,classic_bike,2021-11-21 17:51:28,2021-11-21 17:51:42,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
567384,5F9D3015F128A017,classic_bike,2021-11-20 14:50:51,2021-11-20 14:52:05,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
567385,FC6774675E05D096,classic_bike,2021-11-20 15:25:17,2021-11-20 15:25:19,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
567386,E9761209D9754B7C,classic_bike,2021-11-20 15:33:42,2021-11-20 15:34:00,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
567387,3A3EC52EEE0B164A,classic_bike,2021-11-20 14:35:25,2021-11-20 14:35:59,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
568729,C78C4B09EF8B63F9,classic_bike,2021-11-22 12:42:05,2021-11-22 12:42:20,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
568730,478D9AC02A804CF4,classic_bike,2021-11-22 13:12:49,2021-11-22 13:13:23,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
568731,5806D79DBEB32E46,classic_bike,2021-11-22 12:47:13,2021-11-22 12:47:24,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
568732,945E28196DD52451,classic_bike,2021-11-22 12:59:00,2021-11-22 12:59:11,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
568733,3F1581D8FCCADA50,classic_bike,2021-11-22 12:52:35,2021-11-22 12:57:10,Station demo,SYS052,Station demo,SYS052,40.60401734884197,-74.01970893231919,40.60401734884197,-74.01970893231919,member
