,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
68824,C2AFD85F5B430F69,electric_bike,2021-11-07 19:10:14,2021-11-08 20:10:10,5 Ave & E 135 St,7769,,nan,40.812191,-73.937838,,,member
68826,CCA0A9D6B320A8B5,classic_bike,2021-11-07 07:03:59,2021-11-07 09:20:51,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,,,casual
68828,8AF00B83396962F6,electric_bike,2021-11-29 18:10:30,2021-11-30 03:52:39,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,40.75,-73.97,casual
68830,5866CA38DC5F5A72,electric_bike,2021-11-20 09:16:19,2021-11-20 09:44:27,E 106 St & Lexington Ave,7504,,nan,40.791976,-73.945993,40.75,-73.99,member
68831,4BD72CA5004FDE9C,classic_bike,2021-11-05 08:12:55,2021-11-05 08:26:19,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,40.75,-73.97,member
68849,D8261B3FFEC7433B,electric_bike,2021-11-13 08:59:05,2021-11-13 09:15:51,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,40.77,-73.98,member
68855,6257D36CF2CE50C3,classic_bike,2021-11-16 12:36:12,2021-11-16 12:59:33,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,,,casual
68856,10AD0930C5610F38,classic_bike,2021-11-06 14:21:11,2021-11-07 14:21:06,Soissons Landing,4590,,nan,40.69231660719192,-74.01486575603485,,,casual
68888,C96130066717A7FE,classic_bike,2021-11-19 09:19:29,2021-11-19 09:33:22,Washington St & Gansevoort St,6039,,nan,40.739323,-74.008119,,,casual
68892,109B1D0069F045E4,classic_bike,2021-11-20 09:53:32,2021-11-20 10:12:43,11 Ave & W 27 St,6425,,nan,40.751396,-74.005226,,,member
68894,7197E5E8B5738DB4,electric_bike,2021-11-24 13:25:59,2021-11-24 20:56:46,Ft. Hamilton Pkwy & E 5 St,3240,,nan,40.649037,-73.97673,,,casual
68895,8A53537BA2F1CA4E,electric_bike,2021-11-29 07:24:39,2021-11-30 08:24:34,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,,,casual
68897,3DF95B83C0C46BB2,classic_bike,2021-11-07 16:36:24,2021-11-08 17:36:13,Soissons Landing,4590,,nan,40.69231660719192,-74.01486575603485,,,casual
68904,3D0EBE9DED8652BE,classic_bike,2021-11-05 06:13:20,2021-11-05 10:21:25,11 Ave & W 27 St,6425,,nan,40.751396,-74.005226,40.76,-74.0,casual
68905,03DCFC9B01249BD3,classic_bike,2021-11-03 11:30:08,2021-11-03 17:24:54,8 Ave & W 27 St,6297,,nan,40.747968,-73.996637,40.76,-74.0,casual
68906,7B464735B5D0F26A,classic_bike,2021-11-01 15:12:02,2021-11-02 16:11:58,Bushwick Ave & Forrest St,4914,,nan,40.70076,-73.93641,,,casual
68910,8B3373FF48C25CEC,classic_bike,2021-11-25 15:25:54,2021-11-26 16:25:51,Bushwick Ave & Forrest St,4914,,nan,40.70076,-73.93641,,,member
68915,63D1ACB36E399E27,classic_bike,2021-11-05 08:10:09,2021-11-05 08:33:22,E 72 St & York Ave,6889,,nan,40.76663814,-73.95348296,,,member
68917,7C58241194EF4F89,classic_bike,2021-11-18 08:10:15,2021-11-18 13:16:41,West End Ave & W 78 St,7340,,nan,40.783786,-73.981687,40.77,-73.98,member
68918,FEB5BD1B71DA11EA,classic_bike,2021-11-18 13:38:32,2021-11-18 15:16:05,E 47 St & Park Ave,6584,,nan,40.75510267,-73.97498696,40.76,-73.99,member
68919,8F5729F74EB6760E,classic_bike,2021-11-06 13:47:07,2021-11-06 22:02:37,E 47 St & Park Ave,6584,,nan,40.75510267,-73.97498696,40.76,-73.99,member
