,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
14251,09611A676E20D618,classic_bike,2021-06-27 20:07:21,2021-06-27 20:20:03,2 Ave & E 96 St,7338,,nan,40.7839636,-73.9471673,40.78,-73.95,member
14258,6E536E7D5AE29FCB,docked_bike,2021-06-03 05:27:09,2021-06-03 05:49:07,46 St & 6 Ave,3161,,nan,40.645921,-74.005708,,,member
14260,2D173ACA9E84E751,docked_bike,2021-06-18 16:34:17,2021-06-18 16:37:34,Pershing Square South,6432,,nan,40.751581,-73.97791,,,casual
14261,DAF5EA1209B0E612,classic_bike,2021-06-18 07:58:13,2021-06-18 08:05:07,Pershing Square South,6432,,nan,40.751581,-73.97791,40.75,-73.98,member
14268,57ED205601CD17F7,docked_bike,2021-06-06 15:19:14,2021-06-06 18:30:32,24 St & 5 Ave,3555,,nan,40.659555,-73.995068,,,member
14270,4A3D5041AF7062F1,docked_bike,2021-06-15 19:00:18,2021-06-15 22:12:06,E 20 St & 2 Ave,5971,,nan,40.735876,-73.98205,,,casual
14276,0EB5E6D23620B713,docked_bike,2021-06-14 21:59:21,2021-06-15 22:59:16,Columbus Ave & W 95 St,7520,,nan,40.791955,-73.968087,,,member
14282,DD57164A57842BF2,electric_bike,2021-06-03 11:00:19,2021-06-03 11:00:42,Front St & Washington St,4936,,nan,40.70255,-73.989402,,,member
14285,8AC68F88F19B086A,classic_bike,2021-06-21 14:20:02,2021-06-21 14:35:25,34 Ave & 38 St,6638,,nan,40.756913,-73.921631,40.75,-73.91,member
14294,611D7CE5C3A659DE,electric_bike,2021-06-30 23:29:57,2021-07-02 00:29:52,Devoe St & Lorimer St,5259,,nan,40.71335226222875,-73.9491033554077,40.7,-73.91,casual
14296,8028C514616AD53B,classic_bike,2021-06-23 23:01:54,2021-06-24 10:44:26,Devoe St & Lorimer St,5259,,nan,40.71335226222875,-73.9491033554077,,,casual
14299,1B13F0428B6413C1,classic_bike,2021-06-24 23:06:20,2021-06-26 00:06:12,Devoe St & Lorimer St,5259,,nan,40.71335226222875,-73.9491033554077,,,casual
14300,028F62B322F81122,classic_bike,2021-06-16 13:42:23,2021-06-16 13:42:30,W 36 St & 9 Ave,6569,,nan,40.72362738,-73.99949601,40.72,-74.0,member
