,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
710,649DE377994D8E2B,docked_bike,2022-03-16 13:30:49,2022-03-27 22:40:16,W 24 St & 7 Ave,6257,,nan,40.744876,-73.995299,,,casual
718,6633FAE5ED805104,classic_bike,2022-03-13 11:20:11,2022-03-14 12:20:06,Grand St & Havemeyer St,5267,,nan,40.71286844,-73.95698119,,,member
728,85E1E898930B45A2,classic_bike,2022-03-14 13:36:23,2022-03-15 14:36:03,Wilson Ave & Moffat St,4507,,nan,40.68906,-73.90506,,,casual
733,1EA3B3A446EDD11E,electric_bike,2022-03-27 14:56:11,2022-03-28 15:56:05,E 40 St & Park Ave,6432,,nan,40.750756,-73.978326,,,casual
736,ABD84103B6453772,classic_bike,2022-03-14 10:59:19,2022-03-15 11:59:15,34 Ave & 48 St,6554,,nan,40.75388,-73.914952,,,casual
737,A8AB7CAE62F0B42A,docked_bike,2022-03-27 19:17:36,2022-03-28 20:17:36,Amsterdam Ave & W 125 St,7800,,nan,40.813358,-73.956461,,,casual
18183,3827DD5424F719A7,classic_bike,2022-03-21 15:02:53,2022-03-22 16:02:41,Greenwich Ave & Charles St,5914,,nan,40.735238,-74.000271,,,casual
18186,CF018F8B52F93CE8,docked_bike,2022-03-18 23:02:28,2022-03-18 23:27:19,W 31 St & 7 Ave,6331,,nan,40.749156,-73.9916,,,casual
18187,BE0E2F8B79844F4F,electric_bike,2022-03-22 03:08:43,2022-03-23 04:08:37,Decatur Ave & E 197 St,8597,,nan,40.86557,-73.88807,,,member
18188,F4A4F3E418A114C2,classic_bike,2022-03-26 18:45:33,2022-03-27 19:45:29,Nevins St & Schermerhorn St,4437,,nan,40.68737247650719,-73.98176059126854,40.69,-73.98,member
18191,B7C96D0A09E38564,classic_bike,2022-03-23 13:16:02,2022-03-24 14:15:55,W 37 St & Broadway,6441,,nan,40.75227093837409,-73.98770570755005,,,member
18198,CEA360BD28857646,docked_bike,2022-03-16 13:21:45,2022-03-16 17:50:11,Spruce St & Nassau St,5137,,nan,40.711464,-74.005524,,,casual
18202,F4E799C961CB0B41,classic_bike,2022-03-19 15:35:00,2022-03-20 16:34:53,Lenox Ave & W 130 St,7753,,nan,40.8107922,-73.9430681,,,member
18216,F8EC2D5584DE2025,classic_bike,2022-03-15 11:33:26,2022-03-16 12:33:21,India St Pier,5794,,nan,40.731734785883454,-73.9612390102593,,,casual
18225,0C3DA4BFE51525CD,electric_bike,2022-03-21 10:37:03,2022-03-22 11:36:57,E 30 St & Park Ave S,6206,,nan,40.74444921,-73.98303529,,,casual
18233,0F8A9B6CA3B12FC4,classic_bike,2022-03-19 17:15:14,2022-03-20 18:15:10,India St Pier,5794,,nan,40.731734785883454,-73.9612390102593,,,casual
18239,FDBA1E0A80A18479,classic_bike,2022-03-26 20:46:57,2022-03-27 21:46:53,W 54 St & 9 Ave,6920,,nan,40.76584941,-73.98690506,,,member
18257,6331F08A4F783007,classic_bike,2022-03-16 15:32:11,2022-03-17 16:32:03,W 84 St & Columbus Ave,7382,,nan,40.78499979,-73.97283406,,,member
18275,FA1FA88B8D1C6901,docked_bike,2022-03-15 12:54:25,2022-03-23 11:50:19,Roosevelt Island Tramway,6599,,nan,40.757284,-73.9536,,,casual
18294,69FC625A77E0EE7C,docked_bike,2022-03-18 19:49:46,2022-03-18 23:14:25,Roosevelt Island Tramway,6599,,nan,40.757284,-73.9536,,,casual
18312,3BF0D0D65746CA13,classic_bike,2022-03-25 15:39:30,2022-03-26 16:39:22,Front St & Gold St,4927,,nan,40.70224,-73.982578,,,casual
18320,B66E8B8BBCD3DAB6,classic_bike,2022-03-08 19:52:35,2022-03-09 20:52:30,E 123 St & Lexington Ave,7636,,nan,40.8029263,-73.9379,,,casual
18321,D39EBB00F1AE15D7,docked_bike,2022-03-22 09:33:15,2022-03-22 16:45:03,30 St & 4 Ave,3564,,nan,40.657743,-74.001141,,,casual
18330,131C1AA11DB9082F,classic_bike,2022-03-25 22:11:24,2022-03-26 23:11:19,Suydam St & St. Nicholas Ave,5043,,nan,40.70636,-73.91945,,,casual
18338,50974D973053E930,classic_bike,2022-03-09 17:56:50,2022-03-10 18:56:45,Broadway & W 29 St,6289,,nan,40.7462009,-73.98855723,,,member
18341,E74200AD51F62D92,classic_bike,2022-03-26 20:23:47,2022-03-27 21:23:40,W Broadway & Spring St,5569,,nan,40.72494672359416,-74.00165855884552,,,member
18346,CD019CEB4C59F777,electric_bike,2022-03-19 16:05:03,2022-03-20 17:04:42,E 161 St & River Ave,8041,,nan,40.827883,-73.927111,,,casual
18349,692FD16987F24F93,classic_bike,2022-03-03 15:33:01,2022-03-04 16:32:56,Jefferson Ave & Evergreen Ave,4517,,nan,40.68989,-73.91458,,,casual
18351,35FD3F83B898FE57,docked_bike,2022-03-21 23:20:18,2022-03-22 02:30:18,E 161 St & River Ave,8041,,nan,40.827883,-73.927111,,,casual
18352,2B14E5E1F3265506,classic_bike,2022-03-27 16:43:39,2022-03-28 17:43:34,W Broadway & Spring St,5569,,nan,40.72494672359416,-74.00165855884552,40.74,-74.01,casual
18356,965E34BB03E6DD26,electric_bike,2022-03-15 10:43:34,2022-03-16 11:43:30,64 St & 3 Ave,2971,,nan,40.639978,-74.02324,,,casual
18358,059A4971BAB30C57,electric_bike,2022-03-07 22:31:38,2022-03-08 23:31:34,E 14 St & 1 Ave,5779,,nan,40.73139303364151,-73.98286700248718,,,member
18363,3445BCDC5D4E821D,classic_bike,2022-03-26 14:59:58,2022-03-27 15:59:37,W Broadway & Spring St,5569,,nan,40.72494672359416,-74.00165855884552,,,casual
18364,23463D096DE441B4,docked_bike,2022-03-07 20:48:31,2022-03-11 14:17:56,E 14 St & 1 Ave,5779,,nan,40.731393,-73.982867,,,casual
18377,453372A45C6D096A,docked_bike,2022-03-31 09:12:49,2022-04-01 10:12:50,E 48 St & 5 Ave,6626,,nan,40.757246,-73.978059,,,casual
18379,FFBF045924E8F809,classic_bike,2022-03-27 13:23:41,2022-03-28 14:23:36,E 161 St & River Ave,8041,,nan,40.827883,-73.927111,,,member
18383,0FC10FD6D3943B0A,classic_bike,2022-03-11 22:25:33,2022-03-12 23:25:20,Cedar St & Myrtle Ave,4751,,nan,40.697842,-73.926241,,,casual
18386,AEDB33A315A00057,classic_bike,2022-03-18 09:10:05,2022-03-19 10:09:58,Brook Ave & E 138 St,7707,,nan,40.807408,-73.91924,,,member
18397,E9E67B80C4098140,electric_bike,2022-03-27 18:08:29,2022-03-28 19:08:25,1 Ave & E 110 St,7522,,nan,40.7923272,-73.9383,,,casual
18421,47915DC5B9AF1A9E,electric_bike,2022-03-25 14:26:00,2022-03-26 15:25:40,Morris Ave & E 142 St,7821,,nan,40.814469,-73.924963,,,member
18422,111ACD2C5FAC0942,electric_bike,2022-03-09 19:40:51,2022-03-10 20:40:40,1 Ave & E 110 St,7522,,nan,40.7923272,-73.9383,,,member
18423,92168B390CCB5A44,classic_bike,2022-03-19 15:06:50,2022-03-19 16:15:23,1 Ave & E 110 St,7522,,nan,40.7923272,-73.9383,40.8,-73.94,casual
18427,A5E4DE50965FFB5A,electric_bike,2022-03-02 15:06:24,2022-03-03 16:06:21,Grand Concourse & E 156 St,7984,,nan,40.823429,-73.924689,,,casual
18431,464118C33AB878E1,classic_bike,2022-03-10 16:07:45,2022-03-11 17:07:23,W 24 St & 7 Ave,6257,,nan,40.74487634,-73.99529885,,,member
18436,53D88B3CB52EE334,electric_bike,2022-03-08 14:06:05,2022-03-09 15:06:01,Brook Ave & E 138 St,7707,,nan,40.807408,-73.91924,,,member
18443,417950D08FE798DD,classic_bike,2022-03-20 14:10:26,2022-03-21 15:10:22,E 14 St & 1 Ave,5779,,nan,40.73139303364151,-73.98286700248718,,,casual
18444,069C248FD8C0465A,classic_bike,2022-03-26 14:58:30,2022-03-27 15:58:09,W Broadway & Spring St,5569,,nan,40.72494672359416,-74.00165855884552,,,casual
18454,9CCECCDDB4AF03EF,classic_bike,2022-03-18 16:17:42,2022-03-19 17:17:32,Parade Pl & Crooke Ave,3376,,nan,40.651847,-73.965248,,,casual
18476,548A2BF261A65A22,classic_bike,2022-03-02 14:54:04,2022-03-03 15:53:53,Morris Ave & E 142 St,7821,,nan,40.814469,-73.924963,,,casual
18489,A4B6D97C201DA045,classic_bike,2022-03-09 19:39:04,2022-03-10 20:38:59,Madison Ave & E 99 St,7443,,nan,40.78948541553215,-73.95242929458618,,,member
18495,BC915D47DA4EAC4A,electric_bike,2022-03-03 11:52:02,2022-03-04 12:51:56,Lafayette Ave & St James Pl,4494,,nan,40.68851534,-73.9647628,,,member
18497,3232FD8C19CECFF3,classic_bike,2022-03-01 07:55:52,2022-03-02 08:55:44,Graham Ave & Withers St,5403,,nan,40.7169811,-73.94485918,,,casual
18506,57036D6F02172FAE,electric_bike,2022-03-14 17:06:40,2022-03-15 18:06:30,West Drive & Prospect Park West,3651,,nan,40.6610633719006,-73.97945255041122,,,casual
18507,CDE13D049AF1AA9B,electric_bike,2022-03-22 15:18:14,2022-03-23 16:18:09,Halsey St & Tompkins Ave,4319,,nan,40.6823687,-73.944118,,,casual
18515,E08882A7FA8284FD,classic_bike,2022-03-26 15:17:01,2022-03-27 16:16:53,Albany St & Greenwich St,5145,,nan,40.709267,-74.013247,,,casual
18518,258C94B571F7AA55,classic_bike,2022-03-06 19:24:12,2022-03-07 20:24:00,St Marks Pl & 1 Ave,5626,,nan,40.72779126,-73.98564945,,,casual
18522,F6BB18C67653A147,classic_bike,2022-03-19 20:21:27,2022-03-20 21:21:23,Albany St & Greenwich St,5145,,nan,40.709267,-74.013247,,,member
18534,D6CE5A0E6C2C572B,electric_bike,2022-03-13 17:33:42,2022-03-14 18:33:28,Johnson St & Gold St,4668,,nan,40.69474881,-73.98362464,,,member
18540,475D21ACA05F1C71,electric_bike,2022-03-13 15:55:55,2022-03-14 16:55:51,Graham Ave & Withers St,5403,,nan,40.7169811,-73.94485918,,,member
18545,2D11F91CD6C6B08D,docked_bike,2022-03-18 15:55:44,2022-03-20 02:30:52,St Marks Pl & 1 Ave,5626,,nan,40.727791,-73.985649,,,casual
18557,734E8D39946B713A,classic_bike,2022-03-13 18:50:59,2022-03-14 19:50:53,Bedford Ave & Nassau Ave,5550,,nan,40.72311651,-73.95212324,,,member
18560,7EAA992C1BC3D0A3,docked_bike,2022-03-06 11:11:19,2022-03-07 02:44:29,11 Ave & W 41 St,6726,,nan,40.760301,-73.998842,,,casual
18583,C08EE5ECCC796D1B,classic_bike,2022-03-23 22:19:44,2022-03-24 23:19:38,Bedford Ave & Nassau Ave,5550,,nan,40.72311651,-73.95212324,40.71,-73.95,casual
18586,FF3B99E77462244F,electric_bike,2022-03-22 07:58:13,2022-03-23 08:58:07,Fulton Ave & E 172 St,8186,,nan,40.839229,-73.899047,40.87,-73.91,casual
18591,832DE42B32852A07,classic_bike,2022-03-12 15:42:45,2022-03-13 17:42:40,Bedford Ave & Nassau Ave,5550,,nan,40.72311651,-73.95212324,,,member
18598,712DAC3D1C44ACAE,classic_bike,2022-03-20 22:59:15,2022-03-21 23:59:00,11 Ave & W 41 St,6726,,nan,40.76030096,-73.99884222,,,member
18599,B1DD0DC6AF98909F,classic_bike,2022-03-27 00:24:02,2022-03-28 01:23:42,Bedford Ave & Nassau Ave,5550,,nan,40.72311651,-73.95212324,,,member
18600,B4AE28DD8BDE006A,classic_bike,2022-03-16 21:49:13,2022-03-17 22:49:07,Division St & Bowery,5270,,nan,40.714193,-73.996732,,,member
18624,CD83CEE8BA4DBD0C,classic_bike,2022-03-20 10:26:03,2022-03-21 11:25:58,E 30 St & Park Ave S,6206,,nan,40.74444921,-73.98303529,,,casual
