,external_id,legacy_id,lon,lat,short_name,eightd_has_key_dispenser,name,capacity,has_kiosk,eightd_station_services,station_type,rental_methods,station_id,electric_bike_surcharge_waiver,region_id,rental_uris.ios,rental_uris.android
1053,ba0a4ada-c9f6-48b4-a7b3-7220f6fb88c2,4085,-73.913004,40.839549,8194.06,False,Grand Concourse & E 171 St,25,True,[],classic,"['CREDITCARD', 'KEY']",4085,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1054,79c4a612-a5df-4814-9e6b-6305da61ebc4,4086,-73.919228,40.840536,8233.01,False,Inwood Ave & W 170 St,21,True,[],classic,"['CREDITCARD', 'KEY']",4086,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1055,7380e377-936d-47d7-8abe-0f666d47465e,4087,-73.926075,40.84207,8254.01,False,W 170 St & University Ave,22,True,[],classic,"['CREDITCARD', 'KEY']",4087,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1056,fda0c217-9504-4b26-8a25-e40b603ee5fa,4088,-73.920999,40.843965,8290.01,False,Nelson Ave & W 172 St,20,True,[],classic,"['CREDITCARD', 'KEY']",4088,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1057,09a0c507-7cda-4f3f-9988-78de0baa28e4,4090,-73.924689,40.823429,7984.04,False,Grand Concourse & E 156 St,21,True,[],classic,"['CREDITCARD', 'KEY']",4090,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1058,f752c376-3a6f-4cd3-b9fd-3c049d45a9a6,4091,-73.931015,40.829797,8081.01,False,Jerome Ave & Ogden Ave,21,True,[],classic,"['CREDITCARD', 'KEY']",4091,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1059,1bb1af93-b433-4da7-8054-009c85f7755a,4092,-73.928747,40.830179,8061.01,False,Jerome Ave & Anderson Ave,19,True,[],classic,"['CREDITCARD', 'KEY']",4092,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1060,38af3d1a-9916-46cf-b22e-86fc8648bf30,4094,-73.915585,40.825716,8016.07,False,Park Ave & E 162 St,21,True,[],classic,"['CREDITCARD', 'KEY']",4094,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1061,186092d1-a431-45db-8198-d5ba13334d79,4095,-73.925101,40.83263,8130.02,False,E 165 St & Jerome Ave,21,True,[],classic,"['CREDITCARD', 'KEY']",4095,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1062,17c45d34-0d8d-46ba-9078-e9a2a7c5867c,4096,-73.917641,40.834263,8126.07,False,Grand Concourse & E 167 St,30,True,[],classic,"['CREDITCARD', 'KEY']",4096,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1063,b96507c5-7c90-499d-9c45-58f25d6f636a,4098,-73.922423,40.839312,8198.05,False,Shakespeare Ave & W 169 St,20,True,[],classic,"['CREDITCARD', 'KEY']",4098,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1064,e0b80983-c520-47e3-9c8d-a17fff5e5582,4099,-73.908863,40.834015,8122.04,False,E 169 St & Webster Ave,21,True,[],classic,"['CREDITCARD', 'KEY']",4099,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1065,a8560d28-9ee1-4af4-9180-7e9c4dd0d147,4101,-73.929327,40.826677,8025.01,False,E 153 St & E 157 St,19,True,[],classic,"['CREDITCARD', 'KEY']",4101,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1066,abc1311e-e000-4211-af9e-0cf92242711e,4102,-73.921461,40.829608,8057.02,False,Grand Concourse & E 164 St,22,True,[],classic,"['CREDITCARD', 'KEY']",4102,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1067,481624f3-9377-4dfd-a5dd-de05a7fef760,4103,-73.928381,40.834457,8149.09,False,Ogden Ave & W 165 St,19,True,[],classic,"['CREDITCARD', 'KEY']",4103,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1068,16280b32-7e5b-4a18-930b-212eac10faaa,4104,-73.955277,40.818212,7881.09,False,Old Broadway & W 133 St,20,True,[],classic,"['CREDITCARD', 'KEY']",4104,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1069,c29c9178-bcb1-4c0c-b789-f4a89512a4e4,4105,-73.923267,40.823162,7962.01,False,Concourse Village West & E 156 St,21,True,[],classic,"['CREDITCARD', 'KEY']",4105,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1070,5600446d-a00a-45e6-9dc3-550adfd63e39,4106,-73.929372,40.832812,8115.01,False,Ogden Ave & W 164 St,19,True,[],classic,"['CREDITCARD', 'KEY']",4106,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1071,7d9a1b9e-0123-4561-a111-b3735fada687,4107,-73.908345,40.837213,8156.01,False,E 170 St & Clay Ave,24,True,[],classic,"['CREDITCARD', 'KEY']",4107,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1072,8a13182a-4823-4fe7-afcd-a4ef0b134ed9,4108,-73.904867,40.843264,8281.06,False,Clay Ave & E 173 St,19,True,[],classic,"['CREDITCARD', 'KEY']",4108,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
1073,6a52ceae-3b97-487a-9438-de844bfbf1c2,4109,-73.93022,40.84925,8353.09,False,Amsterdam Ave & W 183 St,21,True,[],classic,"['CREDITCARD', 'KEY']",4109,False,71,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan
