,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
57340,5F4E33BA490178F0,docked_bike,2021-02-27 14:22:51,2021-02-27 14:35:52,University Pl & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734814,-73.992085,40.72865963236461,-74.0119797096122,casual
57572,45AB9BA5DE173117,docked_bike,2021-02-20 14:10:24,2021-02-20 14:21:56,Broadway & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734545,-73.990741,40.72865963236461,-74.0119797096122,casual
57592,0F64377362372AB1,docked_bike,2021-02-13 14:43:31,2021-02-13 14:57:02,E 6 St & Avenue D,5506,Pier 40 Dock Station,SYS035,40.72228,-73.976687,40.72865963236461,-74.0119797096122,member
57605,0D2B52257E60C60B,docked_bike,2021-02-20 14:50:58,2021-02-20 15:06:13,E 6 St & Avenue D,5506,Pier 40 Dock Station,SYS035,40.72228,-73.976687,40.72865963236461,-74.0119797096122,member
58750,1CF56C54202C5FDF,docked_bike,2021-02-28 14:11:25,2021-02-28 14:22:18,University Pl & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734814,-73.992085,40.72865963236461,-74.0119797096122,casual
58823,DDA31A9B1D564837,docked_bike,2021-02-09 14:11:23,2021-02-09 14:40:13,University Pl & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734814,-73.992085,40.72866,-74.01198,casual
58828,549A8F5E5D5E02A0,docked_bike,2021-02-16 14:10:47,2021-02-16 14:37:31,University Pl & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734814,-73.992085,40.72865963236461,-74.0119797096122,casual
59117,B062B0652DF2A112,docked_bike,2021-02-06 06:45:37,2021-02-06 07:02:12,Avenue D & E 8 St,5575,Pier 40 Dock Station,SYS035,40.72387,-73.975767,40.72865963236461,-74.0119797096122,casual
59995,6A2A80AF359E01A3,docked_bike,2021-02-03 18:17:17,2021-02-04 13:49:44,Vesey Pl & River Terrace,5297,Pier 40 Dock Station,SYS035,40.715338,-74.016584,40.72866,-74.01198,member
60083,20770968066B6640,docked_bike,2021-02-03 14:01:59,2021-03-03 22:44:36,46 St & 28 Ave,6842,Pier 40 Dock Station,SYS035,40.763328,-73.908782,40.72866,-74.01198,member
60248,B47490847A9455D6,docked_bike,2021-02-23 14:34:27,2021-02-23 14:42:26,W 15 St & 10 Ave,6115,Pier 40 Dock Station,SYS035,40.742754,-74.007474,40.72866,-74.01198,member
60537,6B5EAD8FA5609934,docked_bike,2021-02-05 16:54:00,2021-02-06 12:46:56,W 113 St & Broadway,7713,Pier 40 Dock Station,SYS035,40.805973,-73.964928,40.72865963236461,-74.0119797096122,member
60927,D420D551B1457689,docked_bike,2021-02-26 13:58:44,2021-03-01 22:24:03,E 25 St & 1 Ave,6004,Pier 40 Dock Station,SYS035,40.738177,-73.977387,40.72866,-74.01198,member
61076,B208AF118D328878,docked_bike,2021-02-27 18:45:15,2021-02-28 19:45:07,Allen St & Hester St,5342,Pier 40 Dock Station,SYS035,40.716058,-73.991907,40.72866,-74.01198,member
61363,6B27FDE60C4F6EFC,docked_bike,2021-02-22 10:27:49,2021-02-23 11:27:35,6 Ave & 12 St,3803,Pier 40 Dock Station,SYS035,40.666318,-73.985461,40.72865963236461,-74.0119797096122,member
61381,A3F282824FFA8F82,docked_bike,2021-02-06 14:16:31,2021-02-06 14:30:47,Broadway & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734546,-73.990741,40.72866,-74.01198,casual
61384,AF61985C984263D8,docked_bike,2021-02-04 00:08:13,2021-02-04 09:45:48,Suffolk St & Stanton St,5445,Pier 40 Dock Station,SYS035,40.720664,-73.985179,40.72866,-74.01198,member
61391,F560B497C4FBEBE4,docked_bike,2021-02-17 14:04:45,2021-02-17 14:38:45,Broadway & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734545,-73.990741,40.72865963236461,-74.0119797096122,casual
61477,39EE581F32CC5869,docked_bike,2021-02-03 17:37:22,2021-02-15 12:41:33,Hanson Pl & Ashland Pl,4395,Pier 40 Dock Station,SYS035,40.685068,-73.977908,40.72866,-74.01198,casual
61561,D5B58CF26DDDFC81,docked_bike,2021-02-24 14:07:36,2021-02-24 14:23:30,4 Ave & E 12 St,5788,Pier 40 Dock Station,SYS035,40.732647,-73.99011,40.72865963236461,-74.0119797096122,casual
61620,07FD47A9CAEA676C,docked_bike,2021-02-28 14:50:48,2021-02-28 15:01:56,Avenue D & E 3 St,5436,Pier 40 Dock Station,SYS035,40.720828,-73.977931,40.72865963236461,-74.0119797096122,member
61630,81108BC902B473FB,docked_bike,2021-02-10 14:12:11,2021-02-10 14:43:36,Broadway & E 14 St,5905,Pier 40 Dock Station,SYS035,40.734546,-73.990741,40.72866,-74.01198,casual
61840,6C2F7E13A2B4D2AC,docked_bike,2021-02-13 07:45:50,2021-02-14 08:45:43,Steinway St & 23 Ave,7009,Pier 40 Dock Station,SYS035,40.771393,-73.907743,40.72865963236461,-74.0119797096122,casual
348574,FB482ABC5435C446,docked_bike,2021-02-11 14:40:17,2021-02-12 15:40:10,Kent Ave & N 7 St,5489,Pier 40 Dock Station,SYS035,40.720367,-73.96165,40.72865963236461,-74.0119797096122,member
348981,9C88C91F240171F5,docked_bike,2021-02-05 06:39:25,2021-02-05 07:00:06,6 Ave & Canal St,5500,Pier 40 Dock Station,SYS035,40.722438,-74.005664,40.72866,-74.01198,member
