,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
4433,A6BB24F2ACFD014D,docked_bike,2021-02-26 17:29:09,2021-02-26 17:48:21,Broadway & W 165 St,8191,W 110 St & Amsterdam Ave,7646,40.839137,-73.941409,40.802692,-73.96295,member
14428,4AFE6AEB45B32712,docked_bike,2021-02-05 18:25:06,2021-02-05 18:34:52,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
21272,E567D5987F152B78,docked_bike,2021-02-04 15:46:14,2021-02-04 15:52:58,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
21322,2BF5524EEF7E5899,docked_bike,2021-02-23 17:06:06,2021-02-23 17:14:11,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
21324,715760BDC3022BFF,docked_bike,2021-02-14 13:42:15,2021-02-14 13:48:07,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
21926,81D6AD07ADEA553C,docked_bike,2021-02-10 15:48:18,2021-02-10 15:54:51,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
21927,2731136C9700E12F,docked_bike,2021-02-13 13:57:42,2021-02-13 14:04:13,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
22187,F02D6C6BDFD1564A,docked_bike,2021-02-05 15:16:51,2021-02-05 15:24:27,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 145 St,7954,40.839137,-73.941409,40.823061,-73.941928,member
31566,0C92BCBB26DFD7B1,docked_bike,2021-02-27 19:07:15,2021-02-27 19:14:24,Broadway & W 165 St,8191,Riverside Dr & W 153 St,8108,40.839137,-73.941409,40.832164,-73.949702,member
33186,D26D1A27DF3AACDD,docked_bike,2021-02-12 15:40:08,2021-02-12 15:46:17,Broadway & W 165 St,8191,Riverside Dr & W 148 St,8054,40.839137,-73.941409,40.829114,-73.950426,casual
37249,2E7166ED3C0BE251,docked_bike,2021-02-09 18:15:55,2021-02-09 18:34:31,Broadway & W 165 St,8191,E 128 St & Madison Ave,7735,40.839137,-73.941409,40.80756,-73.939182,member
37250,50031F4E543B821D,docked_bike,2021-02-10 17:50:36,2021-02-10 18:07:36,Broadway & W 165 St,8191,E 128 St & Madison Ave,7735,40.839137,-73.941409,40.80756,-73.939182,member
37251,2C5038C6FCC02052,docked_bike,2021-02-08 18:19:33,2021-02-08 18:38:09,Broadway & W 165 St,8191,E 128 St & Madison Ave,7735,40.839137,-73.941409,40.80756,-73.939182,member
37252,E11B26AA0EE84D39,docked_bike,2021-02-17 16:17:21,2021-02-17 16:32:06,Broadway & W 165 St,8191,E 128 St & Madison Ave,7735,40.839137,-73.941409,40.80756,-73.939182,member
45625,48FF53F6738A64BE,docked_bike,2021-02-24 18:09:57,2021-02-24 18:48:58,Broadway & W 165 St,8191,Riverside Dr & W 91 St,7524,40.839137,-73.941409,40.79313480986663,-73.97700369358063,member
47283,7647F0F90C740D3C,docked_bike,2021-02-12 20:54:32,2021-02-12 21:01:13,Broadway & W 165 St,8191,Edgecombe Ave & W 145 St,7976,40.839137,-73.941409,40.823498,-73.94386,member
48875,ED546A366739C20A,docked_bike,2021-02-25 13:27:40,2021-02-25 14:07:02,Broadway & W 165 St,8191,5 Ave & E 93 St,7372,40.839137,-73.941409,40.7857851,-73.957481,member
57772,700AC7A46D33B1F9,docked_bike,2021-02-24 18:05:59,2021-02-24 18:14:53,Broadway & W 165 St,8191,Edgecombe Ave & W 167 St,8187,40.839137,-73.941409,40.838191,-73.936085,member
62084,DC6A2D3C3C248670,docked_bike,2021-02-14 11:26:39,2021-02-14 11:42:37,Broadway & W 165 St,8191,Lenox Ave & W 111 St,7602,40.839137,-73.941409,40.7987859,-73.9523,member
65316,2CE59FD91A58EFEB,docked_bike,2021-02-21 07:58:00,2021-02-21 08:12:46,Broadway & W 165 St,8191,W 180 St & Ft Washington Ave,8358,40.839137,-73.941409,40.849972,-73.938423,member
69328,5D682B112FFCD64E,docked_bike,2021-02-26 21:04:34,2021-02-26 21:11:12,Broadway & W 165 St,8191,W 180 St & Ft Washington Ave,8358,40.839137,-73.941409,40.849972,-73.938423,member
89192,F7B10DAAFCA0F358,docked_bike,2021-02-11 17:39:38,2021-02-11 17:49:13,Broadway & W 165 St,8191,W 170 St & University Ave,8254,40.839137,-73.941409,40.84207,-73.926075,casual
91385,02C8DF750346248A,docked_bike,2021-02-13 01:33:34,2021-02-13 01:43:30,Broadway & W 165 St,8191,W 170 St & University Ave,8254,40.839137,-73.941409,40.84207,-73.926075,casual
91394,6E933AFD126602EA,docked_bike,2021-02-11 17:41:46,2021-02-11 17:49:37,Broadway & W 165 St,8191,W 170 St & University Ave,8254,40.839137,-73.941409,40.84207,-73.926075,member
91432,63CBF5769C08BFD9,docked_bike,2021-02-12 01:17:36,2021-02-12 01:25:57,Broadway & W 165 St,8191,W 170 St & University Ave,8254,40.839137,-73.941409,40.84207,-73.926075,casual
97517,BE73023C2EC2F62C,docked_bike,2021-02-24 19:27:23,2021-02-24 19:43:50,Broadway & W 165 St,8191,Frederick Douglass Blvd & W 117 St,7688,40.839137,-73.941409,40.805159,-73.954692,member
101755,C1A50B10EDD30872,docked_bike,2021-02-16 13:21:38,2021-02-16 13:29:10,Broadway & W 165 St,8191,Cabrini Blvd & W 177 St,8358,40.839137,-73.941409,40.848282,-73.941343,member
