,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
14367,549A38EE573B4248,docked_bike,2021-04-16 11:18:42,2021-04-16 13:23:46,28 St & 36 Ave,6614,,nan,40.757186,-73.932719,,,member
14378,AB39732B00445CAF,docked_bike,2021-04-27 08:15:57,2021-04-27 08:33:17,Central Park West & W 72 St,7141,,nan,40.775793,-73.976205,,,member
14379,34D00EE47C31CC87,docked_bike,2021-04-20 15:19:05,2021-04-20 19:04:37,William St & Pine St,5065,,nan,40.707179,-74.008873,,,casual
14404,4146AFDE53002270,docked_bike,2021-04-10 15:02:05,2021-04-11 16:01:59,West Drive & Prospect Park West,3651,,nan,40.661063,-73.979452,,,casual
14432,0C7B79075024C3CB,docked_bike,2021-04-10 12:38:15,2021-04-10 13:26:52,W 116 St & Broadway,7713,,nan,40.8082,-73.9641,,,member
14442,2CB52D14E8F12557,docked_bike,2021-04-18 16:09:11,2021-04-18 16:30:42,Fulton St & Clermont Ave,4386,,nan,40.684157,-73.969222,,,member
14444,968848B43F94AAD6,docked_bike,2021-04-10 15:55:31,2021-04-10 16:08:50,Central Park West & W 72 St,7141,,nan,40.775793,-73.976205,,,casual
14461,536CB1D12D7B1C30,docked_bike,2021-04-22 09:00:57,2021-04-22 09:26:29,President St & Henry St,4307,,nan,40.6828,-73.999904,,,member
14476,A1366C1E8EABE5CB,docked_bike,2021-04-20 11:04:57,2021-04-20 11:04:58,Carlton Ave & Flushing Ave,4732,,nan,40.697787,-73.973736,,,casual
14477,9EE826120DA9581D,docked_bike,2021-04-05 09:46:15,2021-04-05 12:17:11,E 65 St & 2 Ave,6860,,nan,40.764718,-73.96222,,,member
14508,7E45E1DB58FCA2AE,docked_bike,2021-04-17 10:12:25,2021-04-17 10:12:25,Fulton St & Waverly Ave,4345,,nan,40.683238,-73.965995,,,casual
14529,8F3BD24C44943CA2,docked_bike,2021-04-24 09:01:14,2021-04-24 09:26:56,E 17 St & Broadway,5980,,nan,40.737049,-73.990092,,,member
14543,5C30B0594D9B579A,docked_bike,2021-04-20 11:40:43,2021-04-20 16:31:37,Albany St & Greenwich St,5145,,nan,40.709267,-74.013247,,,member
14563,C8175052F7C85E60,docked_bike,2021-04-17 11:23:33,2021-04-17 11:23:54,E 17 St & Broadway,5980,,nan,40.737049,-73.990092,,,member
14571,DF0D79168B1D564F,docked_bike,2021-04-13 08:50:04,2021-04-13 16:09:26,Greenwich St & W Houston St,5730,,nan,40.728846,-74.008591,,,member
14578,D9671135B6B541DB,docked_bike,2021-04-13 19:50:46,2021-04-13 20:35:30,Driggs Ave & Lorimer St,5481,,nan,40.721791,-73.950415,,,casual
14610,D9C11D6825F9A955,docked_bike,2021-04-24 16:58:20,2021-04-24 17:19:32,E 81 St & 2 Ave,7121,,nan,40.774779,-73.954274,,,member
14613,67AA27EE44FE4A86,docked_bike,2021-04-02 09:38:53,2021-04-02 11:54:27,5 Ave & E 93 St,7372,,nan,40.785785,-73.957481,,,member
14628,6F29388D97106E88,docked_bike,2021-04-01 18:17:36,2021-04-02 03:02:23,Central Park North & Adam Clayton Powell Blvd,7617,,nan,40.799484,-73.955613,,,casual
14640,ACC064C9B00A68BB,docked_bike,2021-04-11 09:28:02,2021-04-11 11:22:20,3 Ave & Schermerhorn St,4437,,nan,40.686832,-73.979677,,,member
14646,7C106D18143DC82B,docked_bike,2021-04-23 17:13:44,2021-04-23 17:56:10,E 56 St & 3 Ave,6691,,nan,40.759345,-73.967596,,,member
14651,05C7B5B0B4EB46C8,docked_bike,2021-04-02 13:01:08,2021-04-02 16:03:59,John St & William St,5065,,nan,40.708621,-74.007221,,,member
14663,4DD0BC2E49507CF5,docked_bike,2021-04-25 16:45:11,2021-04-25 18:59:17,John St & William St,5065,,nan,40.708621,-74.007221,,,member
14664,BAD8D8927C307CE4,docked_bike,2021-04-13 12:01:03,2021-04-13 12:40:41,University Pl & E 8 St,5755,,nan,40.731437,-73.994903,,,member
14685,CC03ADCCD6D25F33,docked_bike,2021-04-24 14:10:12,2021-04-24 14:55:32,Franklin Ave & St Marks Ave,4107,,nan,40.675832,-73.956167,,,casual
14712,75533E10DB33C930,docked_bike,2021-04-11 07:03:36,2021-04-11 11:59:08,Greene Ave & Throop Ave,4510,,nan,40.689493,-73.942061,,,member
14714,DD1C37B1048363BF,docked_bike,2021-04-20 21:31:35,2021-04-20 21:49:03,W 104 St & Amsterdam Ave,7610,,nan,40.799041,-73.966494,,,casual
14720,5EC954D59ADE17ED,docked_bike,2021-04-18 16:14:56,2021-04-18 16:35:51,Bergen St & 4 Ave,4322,,nan,40.682564,-73.979897,,,member
14721,9485EDE184DCA85B,docked_bike,2021-04-13 12:00:48,2021-04-13 12:34:51,University Pl & E 8 St,5755,,nan,40.731437,-73.994903,,,member
14740,0A17DE95C4FB6988,docked_bike,2021-04-23 06:10:35,2021-04-23 06:10:35,1 Ave & E 62 St,6753,,nan,40.761227,-73.96094,,,member
14741,D06D7D0DF6A313F1,docked_bike,2021-04-10 22:16:52,2021-04-11 02:07:26,Water - Whitehall Plaza,4962,,nan,40.70255,-74.012723,,,casual
14752,C6F9CBF743366DF5,docked_bike,2021-04-24 18:28:46,2021-04-24 18:58:35,Graham Ave & Withers St,5403,,nan,40.716981,-73.944859,,,casual
14753,0D5A2E846F14F830,docked_bike,2021-04-28 08:59:04,2021-04-28 09:11:42,Cadman Plaza E & Tillary St,4677,,nan,40.695976,-73.990148,,,member
